task_id,title,description,type,status,priority,assignee,reporter,created_at,start_time,end_time,due_date,estimated_hours,actual_hours,category,board_name,sprint_name,labels,comments_count
68,Fix API Authentication Deployment,Resolve critical issues in API authentication system affecting deployment procedures and security protocols.',Bug,Blocked,High,charlie,diana,08-06-2025 07:20,10-06-2025 07:20,,17-06-2025 07:20,13,,Research,Sprint 5,Sprint 5,"api, auth, deploy",3
69,Test ML Authentication Backend,Conduct comprehensive testing of machine learning authentication backend to ensure security and performance standards.',Bug,Completed,High,diana,bob,12-06-2025 02:30,17-06-2025 02:30,20-06-2025 02:30,22-06-2025 02:30,12.8,15.8,Testing,Sprint 4,Sprint 4,"ml, auth, backend",6
70,Research API Database Integration,Conduct research on API and database integration patterns for optimal data management and system performance.',Story,In Progress,Low,diana,bob,18-05-2025 17:54,19-05-2025 17:54,,23-05-2025 17:54,4.5,,Research,Sprint 1,Sprint 1,"api, database",9
71,Develop ML UI Deployment,Create comprehensive machine learning deployment system with user interface for model management and monitoring.',Task,Completed,Critical,bob,eve,03-06-2025 01:12,08-06-2025 01:12,12-06-2025 01:12,09-06-2025 01:12,2.4,3.6,Development,Sprint 3,Sprint 3,"deploy, ml, ui",8
72,Research Database Optimization Strategy,Conduct research on database optimization techniques and performance improvement strategies for enhanced system efficiency.,Bug,To Do,High,charlie,eve,16-05-2025 16:25,18-05-2025 16:25,,24-05-2025 16:25,3.8,,Research,Sprint 1,Sprint 1,database,5
73,Research API UI Backend Integration,Conduct comprehensive research on API,Story,Completed,Critical,alice,bob,27-05-2025 10:48,29-05-2025 10:48,03-06-2025 10:48,11-06-2025 10:48,7.5,7.7,Research,Sprint 3,Sprint 3,"api, ui, backend",5
74,Research Deployment Automation Strategy,Conduct research on deployment automation strategies and tools for streamlined production deployment processes.,Story,Review,Medium,eve,charlie,30-05-2025 18:53,04-06-2025 18:53,,13-06-2025 18:53,3.2,,Research,Sprint 4,Sprint 4,deploy,12
75,Develop API Database Backend,Create comprehensive API system with database integration and backend services for enhanced data management capabilities.,Bug,Review,High,bob,diana,08-06-2025 00:00,13-06-2025 00:00,,16-06-2025 00:00,8.1,,Development,Sprint 5,Sprint 5,"api, database, backend",15
76,Research Authentication ML Deployment,Conduct research on authentication systems integration with machine learning deployment for enhanced security protocols.,Story,Blocked,Critical,bob,charlie,29-05-2025 05:28,03-06-2025 05:28,,07-06-2025 05:28,13.8,,Research,Sprint 2,Sprint 2,"auth, ml, deploy",6
77,Research Machine Learning Optimization,Conduct research on machine learning model optimization techniques for improved performance and accuracy.,Bug,To Do,Medium,charlie,alice,07-06-2025 03:30,11-06-2025 03:30,,22-06-2025 03:30,12.2,,Research,Sprint 1,Sprint 1,ml,8
78,Design Machine Learning Framework,Create comprehensive machine learning framework design focusing on scalability and performance optimization strategies.',Bug,Blocked,Critical,eve,alice,19-05-2025 14:16,20-05-2025 14:16,,27-05-2025 14:16,14.6,,Design,Sprint 1,Sprint 1,ml,11
79,Research Authentication ML Database,Conduct research on authentication system integration with machine learning and database components for enhanced security.,Story,Completed,High,charlie,diana,03-06-2025 01:03,05-06-2025 01:03,06-06-2025 01:03,08-06-2025 01:03,2.3,2.1,Research,Sprint 1,Sprint 1,"auth, ml, database",8
80,Research ML API Integration,Conduct research on machine learning and API integration patterns for optimal model deployment and service architecture.,Story,Completed,Critical,eve,diana,31-05-2025 19:16,01-06-2025 19:16,06-06-2025 19:16,09-06-2025 19:16,4,5.4,Research,Sprint 1,Sprint 1,"ml, api",6
81,Test Backend Database UI,Conduct comprehensive testing of backend database integration with user interface components for optimal performance.,Task,Blocked,Low,charlie,alice,09-06-2025 16:09,14-06-2025 16:09,,17-06-2025 16:09,2.2,,Testing,Sprint 4,Sprint 4,"backend, database, ui",3
82,Test Machine Learning Pipeline,Conduct comprehensive testing of machine learning pipeline to ensure model accuracy and deployment reliability.',Epic,Completed,Medium,diana,charlie,01-06-2025 02:35,03-06-2025 02:35,04-06-2025 02:35,06-06-2025 02:35,9.8,13.7,Testing,Sprint 3,Sprint 3,ml,9
83,Research Database Performance Strategy,Conduct research on database performance optimization strategies and implementation techniques for enhanced system efficiency.,Epic,Review,Medium,charlie,diana,04-06-2025 07:31,07-06-2025 07:31,,09-06-2025 07:31,14.7,,Research,Sprint 2,Sprint 2,database,6
84,Design Backend UI Architecture,Create comprehensive backend and user interface architecture design focusing on scalability and performance optimization.',Bug,To Do,Low,bob,eve,28-05-2025 19:59,30-05-2025 19:59,,10-06-2025 19:59,11.2,,Design,Sprint 1,Sprint 1,"backend, ui",1
85,Test Deployment UI Authentication,Conduct comprehensive testing of deployment system with user interface and authentication components for security validation.',Epic,Review,Low,charlie,diana,14-06-2025 04:39,19-06-2025 04:39,,24-06-2025 04:39,13,,Testing,Sprint 2,Sprint 2,"deploy, ui, auth",15
86,Test API Database Performance,Conduct comprehensive performance testing of API and database integration under various load conditions and scenarios.',Epic,Blocked,Critical,charlie,bob,05-06-2025 04:16,09-06-2025 04:16,,11-06-2025 04:16,14.2,,Testing,Sprint 3,Sprint 3,"api, database",8
87,Develop Authentication Framework,Create comprehensive authentication framework with advanced security features and user management capabilities.',Story,Completed,High,charlie,diana,16-05-2025 03:43,18-05-2025 03:43,23-05-2025 03:43,30-05-2025 03:43,10.4,12.3,Development,Sprint 4,Sprint 4,auth,7
88,Fix Machine Learning Integration,Resolve critical integration issues in machine learning components affecting model deployment and performance.',Bug,In Progress,High,bob,charlie,06-06-2025 00:12,08-06-2025 00:12,,19-06-2025 00:12,4.4,,Development,Sprint 4,Sprint 4,ml,15
89,Research ML Database Integration,Conduct research on machine learning and database integration patterns for optimal data processing and model training.',Task,To Do,High,eve,charlie,27-05-2025 08:09,28-05-2025 08:09,,07-06-2025 08:09,10.3,,Research,Sprint 1,Sprint 1,"ml, database",13
90,Develop Authentication ML Backend,Create comprehensive authentication system with machine learning capabilities and backend integration for enhanced security protocols.,Task,To Do,Low,bob,diana,10-06-2025 02:33,12-06-2025 02:33,,18-06-2025 02:33,4.4,,Development,Sprint 4,Sprint 4,"auth, ml, backend",1
91,Test Deployment Authentication System,Conduct comprehensive testing of deployment authentication system to ensure security and reliability across all environments.,Bug,Completed,Medium,eve,alice,15-05-2025 09:57,19-05-2025 09:57,21-05-2025 09:57,23-05-2025 09:57,3.4,2.8,Testing,Sprint 3,Sprint 3,"deploy, auth",6
92,Test Backend UI Performance,Conduct comprehensive performance testing of backend and user interface integration under various load conditions.,Task,Review,Critical,alice,diana,31-05-2025 17:06,01-06-2025 17:06,,09-06-2025 17:06,13.8,,Testing,Sprint 2,Sprint 2,"backend, ui",14
93,Design Backend Architecture Enhancement,Create comprehensive backend architecture enhancement plan focusing on scalability and performance improvements.,Task,Blocked,Medium,charlie,bob,25-05-2025 13:49,30-05-2025 13:49,,05-06-2025 13:49,6.3,,Design,Sprint 3,Sprint 3,backend,8
94,Design Database UI ML System,Create comprehensive system design integrating database,Epic,Completed,Medium,diana,charlie,17-05-2025 17:47,18-05-2025 17:47,23-05-2025 17:47,28-05-2025 17:47,15,13.6,Design,Sprint 5,Sprint 5,"database, ui, ml",8
95,Design Authentication Framework,Create comprehensive authentication framework design with advanced security features and user management capabilities.,Task,Completed,High,charlie,alice,14-06-2025 02:48,17-06-2025 02:48,21-06-2025 02:48,28-06-2025 02:48,3.9,5.2,Design,Sprint 1,Sprint 1,auth,11
96,Test ML Database Deployment,Conduct comprehensive testing of machine learning model deployment with database integration and validation procedures.,Task,Blocked,Low,bob,eve,12-06-2025 01:14,15-06-2025 01:14,,25-06-2025 01:14,8.6,,Testing,Sprint 3,Sprint 3,"deploy, ml, database",5
97,Develop API Backend Deployment,Create comprehensive API backend deployment system with automated deployment capabilities and monitoring features.,Task,Completed,High,eve,diana,18-05-2025 00:50,23-05-2025 00:50,25-05-2025 00:50,01-06-2025 00:50,15.3,15.7,Development,Sprint 4,Sprint 4,"api, backend, deploy",13
98,Fix ML Backend Integration,Resolve critical integration issues between machine learning models and backend services affecting system performance.,Bug,Completed,Medium,charlie,diana,04-06-2025 20:01,05-06-2025 20:01,06-06-2025 20:01,16-06-2025 20:01,15.6,16.3,Design,Sprint 5,Sprint 5,"ml, backend",7
99,Test UI Authentication Backend,Conduct comprehensive testing of user interface authentication system with backend integration for security validation.,Epic,In Progress,Low,eve,bob,09-06-2025 15:16,10-06-2025 15:16,,16-06-2025 15:16,9.3,,Testing,Sprint 1,Sprint 1,"ui, auth, backend",14
100,Develop Authentication ML Deployment,Create comprehensive authentication system with machine learning capabilities and deployment automation features.,Task,In Progress,Medium,bob,alice,06-06-2025 03:51,11-06-2025 03:51,,17-06-2025 03:51,5.5,,Development,Sprint 3,Sprint 3,"auth, ml, deploy",9
101,Test ML Database Performance,Conduct comprehensive performance testing of machine learning system with database integration under various load conditions.,Epic,Review,Low,diana,alice,31-05-2025 05:12,01-06-2025 05:12,,05-06-2025 05:12,2.9,,Testing,Sprint 1,Sprint 1,"ml, database",9
102,Research Database Deployment Strategy,Conduct research on database deployment strategies and migration procedures for production environment optimization.,Task,Review,Low,charlie,eve,06-06-2025 17:27,11-06-2025 17:27,,14-06-2025 17:27,11.9,,Research,Sprint 2,Sprint 2,"deploy, database",7
103,Research Backend Database ML,Conduct research on backend database integration with machine learning components for optimal system architecture.,Task,Review,Critical,diana,eve,28-05-2025 20:23,01-06-2025 20:23,,02-06-2025 20:23,8.9,,Research,Sprint 5,Sprint 5,"backend, database, ml",15
104,Design Database ML Architecture,Create comprehensive database and machine learning architecture design focusing on scalability and performance optimization.,Story,Review,Low,alice,eve,11-06-2025 04:53,15-06-2025 04:53,,23-06-2025 04:53,11.1,,Design,Sprint 4,Sprint 4,"database, ml",9
105,Research Backend Optimization,Conduct comprehensive research on backend system optimization techniques and performance improvement strategies.,Task,Completed,Critical,alice,bob,14-06-2025 01:40,16-06-2025 01:40,18-06-2025 01:40,21-06-2025 01:40,11.8,17.2,Research,Sprint 3,Sprint 3,backend,2
106,Design Deployment Strategy,Create comprehensive deployment strategy and implementation plan for system architecture and infrastructure requirements.,Epic,To Do,High,charlie,eve,30-05-2025 18:03,04-06-2025 18:03,,09-06-2025 18:03,5,,Design,Sprint 1,Sprint 1,deploy,14
107,Test Database Performance,Conduct comprehensive database performance testing to identify bottlenecks and optimization opportunities for enhanced efficiency.,Epic,In Progress,Medium,bob,alice,24-05-2025 10:27,25-05-2025 10:27,,05-06-2025 10:27,7.3,,Testing,Sprint 4,Sprint 4,database,14
